start,end,sent,mention,labels,pos,ner,type,ner2
110,111,"It would like to peg the ceiling on Federal Housing Administration mortgage guarantees to 95 % of the median price in a particular market , instead of limiting it to $ 101,250 ; reduce-LRB-or even eliminate-RRB-FHA down-payment requirements and increase the availability of variable-rate mortgages ; expand the Veterans Affairs Department loan guarantee program ; provide `` adequate '' funding for the Farmers Home Administration-LRB-FmHA-RRB - ; increase federal funding and tax incentives for the construction of low-income and rental housing , including $ 4 billion in block grants to states and localities ; and `` fully fund '' the McKinney Act , a $ 656 million potpourri for the homeless .",homeless,/organization,"PRP MD VB TO VB DT NN IN NNP NNP NNP NN NNS TO CD NN IN DT JJ NN IN DT JJ NN , RB IN VBG PRP TO $ CD : NNP RB JJ NN NNS CC VB DT NN IN JJ NNS : VB DT NNP NNP NNP NN NN NN : VB `` JJ '' NN IN DT NNP NNP NNP : : NN JJ NN CC NN NNS IN DT NN IN JJ CC JJ NN , VBG $ CD CD IN NN NNS TO NNS CC NNS : CC `` RB NN '' DT NNP NNP , DT $ CD CD NN IN DT NN .",O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O PERCENT PERCENT O O O O O O O O O O O O O O MONEY MONEY O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O MONEY MONEY MONEY O O O O O O O O O O O O O O O O O O MONEY MONEY MONEY O O O O O,O O O O O O O O /other/organization /other/organization /other/organization O O O /other/percent /other/percent O O O O O O O O O O O O O O /finance/currency /finance/currency O O O O O O O O O O O O O O O O /other/organization /other/organization /other/organization O O O O O O O O O O O /other/organization /other/organization O O O O O O O O O O O O O O O O O O O /finance/currency /finance/currency /finance/currency O O O O O O O O O O O O O O O O O O /finance/currency /finance/currency /finance/currency O O /finance/currency /finance/currency /finance/currency,O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O PERCENT PERCENT O O O O O O O O O O O O O O MONEY MONEY O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O MONEY MONEY MONEY O O O O O O O O O O O O O O O O O O MONEY MONEY MONEY O O O O O
0,1,Officials making the anti uh Wal-Mart film say the film is not paid for with union dues .,Officials,/person/title /person,NNS VBG DT JJ UH NNP NN VBP DT NN VBZ RB VBN IN IN NN NNS .,O O O O O ORGANIZATION O O O O O O O O O O O O,O O O O O /other/organization O O O O O O O O O O O O,O O O O O ORGANIZATION O O O O O O O O O O O O
22,23,"John Lehman 's editorial-page article on the Pentagon as a haunted house omits the real roots of its ghost population-LRB - `` In the Pentagon , the Undead Walk , '' Oct. 18-RRB - .",In,/other/internet,"NNP NNP POS NN NN IN DT NNP IN DT VBN NN VBZ DT JJ NNS IN PRP$ NN NN : `` IN DT NNP , DT NN VBP , '' NNP NNP : .",PERSON PERSON O O O O O ORGANIZATION O O O O O O O O O O O O O O O O ORGANIZATION O O O O O O DATE DATE O O,/contact/name /contact/name O O O O O /other/organization O O O O O O O O O O O O O O O O /other/organization O O O O O O /other/datetime/date /other/datetime/date O O,PERSON PERSON O O O O O ORGANIZATION O O O O O O O O O O O O O O O O ORGANIZATION O O O O O O DATE DATE O O
9,10,"As a returned overseas Chinese , I have a deep understanding about this myself . ``",deep,/person/title /person,"IN DT VBN RB JJ , PRP VBP DT JJ NN IN DT PRP . ``",O O O O O O O O O O O O O O O O,O O O O /bio/nationality O O O O O O O O O O O,O O O O NATIONALITY O O O O O O O O O O O
0,1,"The Straits Association holds that , now , both sides should first agree on topics and content of exchanging views , and then come back to consider issues such as staff levels and time , place , etc .",The,/person/artist /person/political_figure /person/artist/actor /person/artist/author /person/military /person,"DT NNP NNP VBZ IN , RB , DT NNS MD RB VB IN NNS CC NN IN VBG NNS , CC RB VB RB TO VB NNS JJ IN NN NNS CC NN , NN , FW .",O ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O /other/organization /other/organization O O O /other/organization/company/fortune1000 O O O O /other/number O O O O O O O O O O O O O O O O O O O O O O O O O O O,O ORGANIZATION ORGANIZATION O O O DATE O O O O ORDINAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
0,1,"The compromise sets the training wage at $ 3.35 an hour next April , and at $ 3.61 an hour , or 85 % of the minimum wage , in April 1991 .",The,/person/artist /person/political_figure /person/artist/actor /person/artist/author /person/military /person,"DT NN VBZ DT NN NN IN $ CD DT NN JJ NNP , CC IN $ CD DT NN , CC CD NN IN DT JJ NN , IN NNP CD .",O O O O O O O MONEY MONEY O O O DATE O O O MONEY MONEY O O O O PERCENT PERCENT O O O O O O DATE DATE O,O O O O O O O /finance/currency /finance/currency /other/datetime/date /other/datetime/date /other/datetime/date /other/datetime/date O O O /finance/currency /finance/currency /other/datetime /other/datetime O O /other/percent /other/percent O O O O O O /other/datetime/date /finance/currency /finance/currency,O O O O O O O MONEY MONEY DATE DATE DATE DATE O O O MONEY MONEY DURATION DURATION O O PERCENT PERCENT O O O O O O DATE DATE O
42,43,"The Iams Company is the only dog food company to financially support the quail restoration project on the Ames Plantation , home to the National Bird Dog Championship and for many years we have commissioned original oil paintings by Ross B . Young , of the National Champion Bird Dog .",Young,/location/city /location,"DT NNP NNP VBZ DT JJ NN NN NN TO RB VB DT NN NN NN IN DT NNP NNP , NN TO DT NNP NNP NNP NNP CC IN JJ NNS PRP VBP VBN JJ NN NNS IN NNP NNP . NNP , IN DT NNP NNP NNP NNP .",O ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O LOCATION LOCATION O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O ORGANIZATION ORGANIZATION O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O,O /other/organization /other/organization O O O O O O O O O O O O O O O /location/city /location/city O O O O /other /other /other /other O O O /other/datetime O O O O O O O /location/city O O O O O O O O /contact/name /contact/name O,O ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O CITY CITY O O O O MISC MISC MISC MISC O O O DURATION O O O O O O O PERSON O O O O O O O O O O O
11,12,He said that he agreed with Huaqing Liu 's opinion that Thailand and China should further develop various forms of economic and trade cooperation .,Thailand,/location/country /location,PRP VBD IN PRP VBD IN NNP NNP POS NN IN NNP CC NNP MD RB VB JJ NNS IN JJ CC NN NN .,O O O O O O PERSON PERSON O O O LOCATION O LOCATION O O O O O O O O O O O,/contact/salutation O O /contact/salutation O O /contact/name /contact/name O O O /location/country O /location/country O O O O O O O O O O O,O O O O O O PERSON PERSON O O O COUNTRY O COUNTRY O O O O O O O O O O O
0,1,It belonged to the Polish state .,It,/other/health/malady /other/health,PRP VBD TO DT JJ NN .,O O O O O O O,O O O O /bio/nationality O O,O O O O NATIONALITY O O
7,8,So the Lord sent a disease against Israel .,Israel,/person/religious_leader /person,IN DT NNP VBD DT NN IN NNP .,O O O O O O O LOCATION O,O O O O O /bio/cause_of_death O /location/country O,O O O O O CAUSE_OF_DEATH O COUNTRY O
21,22,"On Thursday-LRB-November 23-RRB - , a series of car bomb attacks took place in Sadr City near Iraq 's capital , Baghdad .",Baghdad,/location/city /location,"IN NNP NN : , DT NN IN NN NN NNS VBD NN IN NNP NNP IN NNP POS NN , NNP .",O O O O O O O O O O O O O O LOCATION LOCATION O LOCATION O O O LOCATION O,O O /other/datetime /other/datetime O O O O O O /bio/cause_of_death O O O /location /location O /location/country O O O /location/city O,O O O O O O O O O O CAUSE_OF_DEATH O O O LOCATION LOCATION O COUNTRY O O O CITY O
0,1,"This is to show that the amazing power we have is from God , not from us .",This,/other/body_part,"DT VBZ TO VB IN DT JJ NN PRP VBP VBZ IN NNP , RB IN PRP .",O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O
12,14,"Garith McClain , covering the Madonna-Guy Ritchie wedding for the London based Guardian newspaper speaking to us from Edinburgh , Scotland .",Guardian newspaper,/organization/company/news /other/art /other/art/writing /organization /organization/company,"NNP NNP , VBG DT NNP NNP NN IN DT NNP VBN NNP NN VBG TO PRP IN NNP , NNP .",PERSON PERSON O O O PERSON PERSON O O O LOCATION O O O O O O O LOCATION O LOCATION O,/contact/name /contact/name O O O /contact/name /contact/name O O O /location/city O /other/organization O O O O O /location/city O /location/province O,PERSON PERSON O O O PERSON PERSON O O O CITY O ORGANIZATION O O O O O CITY O COUNTRY O
27,29,"While Reagan 's special envoy was , with his usual energy and sharp elbows , dickering with the Iraqis in the mid-1980s , Condoleezza Rice was an assistant professor of no scholarly distinction at Stanford ; Cheney a third-term congressman from Wyoming squirming up the House leadership ladder ; future viceroy of Baghdad L. Paul `` Jerry '' Bremer moving from State Department clerk and Alexander Haig protege to lavish-party giving ambassador to the Netherlands ; and George W. Bush , still by his own account given to `` heavy drinking , '' absorbed in changing the name of his chronically failed Arbusto Energy oil company to Bush Exploration .",assistant professor,/person/title /person,"IN NNP POS JJ NN VBD , IN PRP$ JJ NN CC JJ NNS , VBG IN DT NNPS IN DT NNS , NNP NNP VBD DT JJ NN IN DT JJ NN IN NNP : NNP DT JJ NN IN NNP VBG RP DT NNP NN NN : JJ NN IN NNP NNP NNP `` NNP '' NNP VBG IN NNP NNP NN CC NNP NNP NN TO JJ VBG NN TO DT NNP : CC NNP NNP NNP , RB IN PRP$ JJ NN VBN TO `` JJ NN , '' VBN IN VBG DT NN IN PRP$ RB VBD NNP NNP NN NN TO NNP NNP .",O PERSON O O O O O O O O O O O O O O O O O O O O O PERSON PERSON O O O O O O O O O LOCATION O PERSON O O O O LOCATION O O O ORGANIZATION O O O O O O PERSON PERSON PERSON O O O PERSON O O ORGANIZATION ORGANIZATION O O PERSON PERSON O O O O O O O LOCATION O O PERSON PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION O O O PERSON O O,O /contact/last_name O O /contact/salutation O O O /contact/first_name O O O O O O O O O /other O /other/datetime/date /other/datetime/date O /contact/name /contact/name O O /contact/salutation /contact/salutation O O O O O /location/city O /contact/name O O /contact/salutation O /location/province/us_province O O O /other/organization O O O /other/organization O O /location/city /contact/name /contact/name O /contact/name /contact/name /contact/name O O /other/organization /other/organization /contact/salutation O /contact/name /contact/name O O O O /contact/salutation O O /location/country O O /contact/name /contact/name /contact/name O O O O O O O O O O O O O O O O O O O O O O /other/organization /other/organization O O O /contact/last_name O O,O PERSON O O TITLE O O O O O O O O O O O O O MISC O DATE DATE O PERSON PERSON O O TITLE TITLE O O O O O ORGANIZATION O PERSON O O TITLE O STATE_OR_PROVINCE O O O ORGANIZATION O O O DATE O O CITY PERSON PERSON O PERSON PERSON PERSON O O ORGANIZATION ORGANIZATION TITLE O PERSON PERSON O O O O TITLE O O COUNTRY O O PERSON PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION O O O PERSON O O
5,8,"Mr. Justice Rangnekar of the Bombay High Court observed in the Hirachand Gangji vs. Rowji Sejpal-LRB-AIR 1939 , Bombay 377-RRB - : & quot ; It is true that the Jains reject the scriptural character of the Vedas and repudiate the Brahmanical doctrines relating to obsequial ceremonies , the performance of Sraddhas and offering of oblations for the salvation of the soul of the deceased .",Bombay High Court,/location /location/structure/government /location/structure,"NNP NNP NNP IN DT NNP NNP NNP VBN IN DT NNP NNP IN NNP NNP CD , NNP NN : : CC NN : PRP VBZ JJ IN DT NNS VBP DT JJ NN IN DT NNPS CC VB DT JJ NNS VBG TO JJ NNS , DT NN IN NNP CC NN IN NNS IN DT NN IN DT NN IN DT VBN .",O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O LOCATION LOCATION O O O DATE O LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O /contact/name /contact/name O O /other/organization /other/organization /other/organization O O O O O O O O /other/datetime/date O /location/city O O O O O O O O O O O /other O O O O O O O O O O O O O O O O O O O O /location O O O O O O O O O O O O O O,O PERSON PERSON O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O DATE O CITY O O O O O O O O O O O MISC O O O O O O O O O O O O O O O O O O O O LOCATION O O O O O O O O O O O O O O
0,1,It is better for one man to die for the people than for the whole nation to be destroyed .,It,/other/health/malady /other/health,PRP VBZ RBR IN CD NN TO VB IN DT NNS IN IN DT JJ NN TO VB VBN .,O O O O O O O O O O O O O O O O O O O O,O O O O /other/number O O O O O O O O O O O O O O O,O O O O NUMBER O O O O O O O O O O O O O O O
0,1,It is like God is calling to people through us .,It,/other/health/malady /other/health,PRP VBZ IN NNP VBZ VBG TO NNS IN PRP .,O O O O O O O O O O O,O O O /contact/first_name O O O O O O O,O O O PERSON O O O O O O O
4,5,"Last night , Chaozhu Ji , Chinese ambassador to the UK , held a Chinese New Year 's welcoming reception in the Chinese embassy .",Ji,/person,"JJ NN , NNP NNP , NNP NN TO DT NNP , VBD DT JJ NNP NNP POS VBG NN IN DT JJ NN .",O O O PERSON PERSON O O O O O ORGANIZATION O O O O O O O O O O O O O O,/other/organization /other/organization O /contact/name /contact/name O /bio/nationality /contact/salutation O O /location/country O O O /bio/nationality /other/datetime/date /other/datetime/date /other/datetime/date O O O O /bio/nationality O O,DATE DATE O PERSON PERSON O NATIONALITY TITLE O O COUNTRY O O O NATIONALITY DATE DATE DATE O O O O NATIONALITY O O
11,12,"Joining us live from Jeddah is Doctor Zuhair Al-Harithy , the writer and researcher on political issues .",writer,/other/product,"VBG PRP VB IN NNP VBZ NNP NNP NNP , DT NN CC NN IN JJ NNS .",O O O O LOCATION O O PERSON PERSON O O O O O O O O O,O O O O /location/city O /contact/salutation /contact/name /contact/name O O /contact/salutation O /contact/salutation O O O O,O O O O CITY O TITLE PERSON PERSON O O TITLE O TITLE O O O O
18,19,I am looking for someone who either knows what this is worth or can point me towards the experts .,experts,/person/title /person,PRP VBP VBG IN NN WP CC VBZ WP DT VBZ JJ CC MD VB PRP IN DT NNS .,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O
25,26,His point : It will be increasingly difficult for the U.S. to cling to command-and-control measures if even the East Bloc steps to a different drummer .,drummer,/other/product,PRP$ NN : PRP MD VB RB JJ IN DT NNP TO VB TO JJ NNS IN RB DT NNP NNP VBZ TO DT JJ NN .,O O O O O O O O O LOCATION LOCATION O O O O O O O O LOCATION LOCATION O O O O O O,/contact/first_name O O O O O O O O O /location/country O O O O O O O O /location /location O O O O /contact/salutation O,O O O O O O O O O O COUNTRY O O O O O O O O LOCATION LOCATION O O O O TITLE O
7,9,"It was found that among the five insurance companies to be recently established , three are national and two are regional .",insurance companies,/other/product,"PRP VBD VBN IN IN DT CD NN NNS TO VB RB VBN , CD VBP JJ CC CD VBP JJ .",O O O O O O O O O O O O O O O O O O O O O O,O O O O O O /other/number O O O O /other/datetime/date O O /other/number O O O /other/number O O O,O O O O O O NUMBER O O O O DATE O O NUMBER O O O NUMBER O O O
3,4,"Some of the Jews believed what he said , but others did not believe .",Jews,/other/religion,"DT IN DT NNPS VBD WP PRP VBD , CC NNS VBD RB VB .",O O O O O O O O O O O O O O O,O O O /contact/salutation O O O O O O O O O O O,O O O MISC O O O O O O O O O O O
15,16,"-LSB- jilian -RSB- But with the vital interests of tens of thousands of compatriots in Russia and pressure at home , the embassy can not help but offer explanations .",Russia,/location/country /location,"-LRB- NN -RRB- CC IN DT JJ NNS IN NNS IN NNS IN NNS IN NNP CC NN IN NN , DT NN MD RB VB CC VB NNS .",O O O O O O O O O O O O O O O LOCATION O O O O O O O O O O O O O O,O /other/organization O O O O O O O O O O O O O /location/country O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O COUNTRY O O O O O O O O O O O O O O
23,24,"Mr. Erekat and Mr. Ben-Ami said Mr. Clinton , who has one month left in office , expressed his willingness to host a summit with Israeli and Palestinian leaders but only if such a meeting results in a deal .",summit,/organization,"NNP NNP CC NNP NNP VBD NNP NNP , WP VBZ CD NN VBD IN NN , VBD PRP$ NN TO VB DT NN IN JJ CC JJ NNS CC RB IN PDT DT NN VBZ IN DT NN .",O PERSON O O PERSON O O PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O /contact/name O O /contact/first_name O O /contact/name O O O /other/organization /other/organization O O O O O /contact/first_name O O O O O O /bio/nationality O /bio/nationality O O O O O O O O O O O O,O PERSON O O PERSON O O PERSON O O O DURATION DURATION O O O O O O O O O O O O NATIONALITY O NATIONALITY O O O O O O O O O O O O
8,9,"In the private ward of a Shanghai hospital Shu Mu Yeng is a perfect host , offering her visitors tea and chatting calmly .",Shu,/other/event /other/religion,"IN DT JJ NN IN DT NNP NN NNP NNP NNP VBZ DT JJ NN , VBG PRP$ NNS NN CC VBG RB .",O O O O O O LOCATION O PERSON PERSON PERSON O O O O O O O O O O O O O,O O O O O O /location/city O /contact/name /contact/name /contact/name O O O /contact/salutation O O /contact/name O O O O O O,O O O O O O CITY O PERSON PERSON PERSON O O O TITLE O O O O O O O O O
